HiRISKDB_ID,Name,Type,Category,Latitude,Longitude,min Elevation,Elevation,max Elevation,Country,Data owner/Data manager,Manager email,Data Access Quality,Data Access (URL),Data Publication,Activity,Physical Variables,Socioeconomic dimensions,Hazard data,Start Date,End Date,Temporal frequency (highest)
BT_1_00060,Gyelpotzhing,Single,Climate,27.227034,91.197932,,577,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00061,Mongar,Single,Climate,27.275926,91.238835,,1615,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00062,Kori La,Single,Climate,27.283516,91.300822,,2400,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00063,Yadi,Single,Climate,27.286879,91.371016,,1500,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00064,Jurmey,Single,Climate,27.089163,91.249106,,1360,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00065,Nganglam,Single,Climate,26.83991,91.249398,,580,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00066,Dechhenling,Single,Climate,26.915914,91.222412,,1050,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00067,Yurung,Single,Climate,27.021311,91.345374,,1455,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00068,Pemagatshel,Single,Climate,27.017969,91.400906,,790,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00069,Deothang,Single,Climate,26.857273,91.463494,,840,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00070,Orong,Single,Climate,26.932125,91.495889,,1240,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00071,Gomdhar,Single,Climate,27.006586,91.570559,,1360,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00072,Phuntshothang,Single,Climate,26.885529,91.710335,,390,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00073,Jomotsangkha,Single,Climate,26.898109,92.106256,,340,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00074,Kangpara,Single,Climate,27.122581,91.697769,,1800,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00075,Khaling,Single,Climate,27.205112,91.594493,,2050,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00076,Kanglung,Single,Climate,27.286563,91.523609,,1870,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00077,Chazam,Single,Climate,27.337416,91.54622,,690,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00078,Bidung,Single,Climate,27.374477,91.639052,,1842,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00079,Merak,Single,Climate,27.301388,91.85693,,3550,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00080,Sakteng,Single,Climate,27.4026,91.919874,,2990,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00081,Thragom,Single,Climate,27.44213,91.638869,,2100,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00082,Trashiyangtse,Single,Climate,27.610337,91.498571,,1800,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00083,Tarphel,Single,Climate,27.737916,91.424117,,2300,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,"T, P, RH, W",NA,NA,,2021,hourly
BT_1_00084,Doyagang,Single,Hydrology,26.886424,89.334954,,260,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,Q,NA,NA,?,2021,hourly
BT_1_00085,Tamchhu,Single,Hydrology,27.269365,89.531554,,2050,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,Q,NA,NA,?,2021,hourly
BT_1_00086,Lungtenphug,Single,Hydrology,27.452201,89.653281,,2280,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,Q,NA,NA,?,2021,hourly
BT_1_00087,Wangdirapids,Single,Hydrology,27.461598,89.900537,,1195,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,Q,NA,NA,?,2021,hourly
BT_1_00088,Yebesa,Single,Hydrology,27.668462,89.774501,,1380,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,Q,NA,NA,?,2021,hourly
BT_1_00089,Kerabari,Single,Hydrology,26.759739,89.927539,,152,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,Q,NA,NA,?,2021,hourly
BT_1_00090,Dobani,Single,Hydrology,27.010166,90.072151,,350,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,Q,NA,NA,?,2021,hourly
BT_1_00091,Pangang,Single,Hydrology,26.852416,90.961422,,150,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,Q,NA,NA,?,2021,hourly
BT_1_00092,Tingtibi,Single,Hydrology,27.146202,90.690788,,537,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,Q,NA,NA,?,2021,hourly
BT_1_00093,Bjizam,Single,Hydrology,27.520409,90.459642,,1880,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,Q,NA,NA,?,2021,hourly
BT_1_00094,Kurjey,Single,Hydrology,27.613467,90.714494,,2650,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,Q,NA,NA,?,2021,hourly
BT_1_00095,Bemethang,Single,Hydrology,27.279453,90.931688,,1338,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,Q,NA,NA,?,2021,hourly
BT_1_00096,Kurizampa,Single,Hydrology,27.274218,91.193547,,560,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,Q,NA,NA,?,2021,hourly
BT_1_00096,Sumpa,Single,Hydrology,27.65781,91.209076,,1190,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,Q,NA,NA,?,2021,hourly
BT_1_00097,Uzorong,Single,Hydrology,27.256614,91.412326,,570,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,Q,NA,NA,?,2021,hourly
BT_1_00096,Muktirap,Single,Hydrology,27.587652,91.492513,,1700,,Bhutan,,hod@nchm.gov.bt,AVAILABLE,https://www.nchm.gov.bt/attachment/ckfinder/userfiles/files/Guidelines%20on%20Data%20Sharing%20%20(1).pdf,,Active,Q,NA,NA,,2021,hourly
514300,INING,Single,Climate,43.917,81.283,,670,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1956,1958,daily
514370,ZHAOSU/MONGGOLKURE,Single,Climate,43.167,81.117,,1830,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1962,1997,daily
514635,DIWOPU,Single,Climate,43.907,87.474,,647.7,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1985,2022,daily
514670,BALGUNTAY,Single,Climate,42.667,86.333,,1753,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,Unknown,"T, P",NA,NA,1960,2022,daily
514770,PAU-YANG-HU,Single,Climate,43.2,88.467,,1037,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1962,1997,daily
515260,CHUGIRTY,Single,Climate,42.8,80.85,,2042,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1962,1997,daily
515420,BAYANBULAK,Single,Climate,43.033,84.15,,2459,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1960,2022,daily
517010,SAI-K'O-LO-T'E-MA,Single,Climate,40.45,75.383,,3651,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1962,1997,daily
517110,AKQI,Single,Climate,40.933,78.45,,1986,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1957,2022,daily
518040,P U-LI,Single,Climate,37.783,75.233,,3159,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1957,1960,daily
518860,MANGNAI,Single,Climate,38.25,90.85,,2945,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1961,2022,daily
518950,ZILIUJING WEST,Single,Climate,37.85,91.483,,3061,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1956,1961,daily
519150,SOGAT SOUTHWEST,Single,Climate,36.333,78,,3700,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1957,1960,daily
521010,BARKOL,Single,Climate,43.583,92.85,,1584,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1961,1997,daily
521180,YIWU,Single,Climate,43.267,94.7,,1729,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1961,1997,daily
525360,JIAYUGUAN SOUTHWEST,Single,Climate,39.617,98.05,,2154,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1961,1961,daily
526180,DANGCHENGWAN SOUTH,Single,Climate,39.167,94.833,,3746,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1962,1962,daily
526330,TUO-LE,Single,Climate,38.8,98.417,,609,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1961,1997,daily
526450,YEH-NIU-KOU,Single,Climate,38.467,99.55,,2169,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1960,1997,daily
526570,BABAO,Single,Climate,38.233,100.25,,2700,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1960,1997,daily
527370,DELINGHA,Single,Climate,37.367,97.367,,2982,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1956,2022,daily
527400,HSIN-YUAN,Single,Climate,37.3,99.017,,3627,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1989,1997,daily
527440,KARMAR NORTHWEST,Single,Climate,37.5,98.8,,3978,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1961,1962,daily
527650,HAO-MEN,Single,Climate,37.367,101.617,,2682,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1961,1997,daily
527770,XOLUNGLANG SE,Single,Climate,37.15,102.217,,2934,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1974,1974,daily
527790,TIANZHU NORTHEAST,Single,Climate,37.267,102.883,,2728,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1974,1976,daily
527880,BOGUS CHINESE,Single,Climate,37.233,103.4,,2415,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1973,2002,daily
528330,SERH,Single,Climate,36.95,98.35,,2987,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1989,1997,daily
528380,HSIANG-JIH-TE NE,Single,Climate,36.067,97.75,,2976,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1973,1975,daily
528420,CHA-KA,Single,Climate,36.783,99.083,,2925,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1961,1997,daily
528560,GONGHE,Single,Climate,36.35,100.783,,2743,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1956,1997,daily
528760,MINHE,Single,Climate,36.333,102.833,,1905,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1962,1997,daily
529080,WUDAOLIANG,Single,Climate,35.217,93.083,,4613,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1957,2022,daily
529420,ZIKETAN WEST,Single,Climate,35.767,99.167,,4723,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1960,1960,daily
529430,XINGHAI,Single,Climate,35.75,99.983,,3200,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1960,1997,daily
529570,TONGDE,Single,Climate,35.267,100.65,,3290,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1956,1997,daily
529680,SON-AG,Single,Climate,35.033,101.467,,3565,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1962,2002,daily
552480,LUMARINGBO,Single,Climate,32.3,84.05,,4420,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1973,1997,daily
552940,P'A-NA,Single,Climate,32.267,91.667,,4724,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1980,1997,daily
554370,T'U-KO-ERH-HO-KUNG,Single,Climate,30.55,81.433,,4736,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1973,1997,daily
554880,DEQEN SOUTH,Single,Climate,30.333,90.083,,5304,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,1962,daily
554930,ZHA-TE-KE-TANG,Single,Climate,30.733,92.45,,4724,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1963,1997,daily
555690,LHAZE,Single,Climate,29.067,87.683,,4237,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1980,1997,daily
555850,BOGUS CHINESE,Single,Climate,29.5,90.25,,-999,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1980,1997,daily
555980,NEDONG,Single,Climate,29.233,91.767,,3657,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,1997,daily
556560,YALEP,Single,Climate,28.383,86.15,,5181,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1980,2002,daily
556640,TINGRI,Single,Climate,28.633,87.083,,4300,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,2022,daily
556800,GYANGZE,Single,Climate,29,89.633,,3657,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,1997,daily
556900,CHE-KU,Single,Climate,28.7,91.633,,4336,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1987,1997,daily
556960,LHUNZE,Single,Climate,28.417,92.467,,3861,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,2022,daily
557730,PAGRI,Single,Climate,27.733,89.083,,4300,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1956,2022,daily
560070,AMDO NORTHEAST,Single,Climate,33.417,92.833,,4648,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,1962,daily
560160,BIE-LI-XI-DU,Single,Climate,34.1,95.033,,4785,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1973,2003,daily
560180,ZADOI,Single,Climate,32.9,95.3,,4068,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1957,2022,daily
560295,YUSHU BATANG AIRPORT,Single,Climate,32.817,97.133,,3890,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,2010,2015,daily
560310,APPROXIMATE LOCALE,Single,Climate,34.833,97.467,,0,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1974,2001,daily
560340,QINGSHUI-HE,Single,Climate,33.8,97.133,,4419,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1957,1997,daily
560380,SHIQU,Single,Climate,32.983,98.1,,4114,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1960,1997,daily
560410,UNKNOWN,Single,Climate,34.5,98.883,,4175,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1960,1997,daily
560650,HENAN,Single,Climate,34.733,101.6,,3501,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1961,2022,daily
560670,JIGZHI,Single,Climate,33.467,101.483,,3350,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1960,1997,daily
561070,TANGGO WEST,Single,Climate,31.55,92.867,,4185,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1973,1974,daily
561250,NANGQEN,Single,Climate,32.25,96.217,,4145,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,2021,daily
561320,GAO-RIK,Single,Climate,32.5,97.933,,3657,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,2022,daily
561430,DARCANG WEST,Single,Climate,32.783,99.917,,4147,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1960,1961,daily
561440,DEGE,Single,Climate,31.733,98.567,,3201,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1957,2022,daily
561510,LUO-XUE,Single,Climate,32.567,100.583,,3505,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1973,1997,daily
561520,SERTAR,Single,Climate,32.283,100.333,,3896,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1961,2022,daily
561670,DAWU,Single,Climate,30.983,101.117,,2959,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1979,2022,daily
561710,A-BA,Single,Climate,32.917,101.7,,3170,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1957,2002,daily
561730,MA-TANG,Single,Climate,31.85,102.7,,3422,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1973,1997,daily
561780,XIAO-JIN,Single,Climate,31.017,102.367,,2426,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1956,1997,daily
561830,ZHENJIANGGUAN,Single,Climate,32.333,103.733,,2697,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1956,1975,daily
561880,WENCHUAN,Single,Climate,31.483,103.583,,2042,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,1997,daily
562020,JIA-LI,Single,Climate,30.783,93.4,,4876,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,2012,daily
562270,CHING-TO EAST,Single,Climate,30.1,95.783,,5108,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1956,1957,daily
562470,BATANG,Single,Climate,30,99.1,,2589,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1956,2022,daily
562510,XINLONG/NYAGRONG,Single,Climate,30.967,100.2,,3500,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1959,1997,daily
562650,QIAN-NING,Single,Climate,30.5,101.483,,3452,,China,ISD,,EXT_NET,https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global,,,"T, P",NA,NA,1957,1984,daily
